fruit,path,label
Pear,images/Pear\Pear 2126.png,8
Mango,images/Mango\Mango00491.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002414.png,4
Pitaya,images/Pitaya\Pitaya001597.png,10
Peach,images/Peach\Peach00802.png,7
Pomegranate,images/Pomegranate\Pomegranet0053.png,12
Tomatoes,images/Tomatoes\Tamotoes00465.png,13
Guava,images/Guava/guava total final\scene04621.png,3
Kiwi,images/Kiwi/Kiwi C\Kiwi C00712.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00976.png,4
Pitaya,images/Pitaya\Pitaya001761.png,10
Persimmon,images/Persimmon\Persimmon343.png,9
Mango,images/Mango\Mango003610.png,5
Plum,images/Plum\PlumÒÇé91.png,11
Pear,images/Pear\pear_0_8908.png,8
Plum,images/Plum\PlumÒÇé1434.png,11
Mango,images/Mango\Mango002825.png,5
Pitaya,images/Pitaya\Pitaya00934.png,10
Guava,images/Guava/guava total final\Guava02108.png,3
Peach,images/Peach\Peach002629.png,7
Apple,images/Apple\Apple 01161.png,0
Persimmon,images/Persimmon\Persimmon434.png,9
Guava,images/Guava/guava total final\ene07381.png,3
Banana,images/Banana\Banana01505.png,1
Banana,images/Banana\Banana02954.png,1
Tomatoes,images/Tomatoes\Tamotoes00794.png,13
Peach,images/Peach\Peach00619.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002421.png,4
Peach,images/Peach\Peach00562.png,7
Apple,images/Apple\Apple 03233.png,0
Apple,images/Apple\Apple 02221.png,0
Tomatoes,images/Tomatoes\Tamotoes001174.png,13
Guava,images/Guava/guava total final\Guava1088.png,3
Guava,images/Guava/guava total final\Guava01646.png,3
Guava,images/Guava/guava total final\Guava03003.png,3
Mango,images/Mango\Mango00507.png,5
Guava,images/Guava/guava total final\Guava0717.png,3
Carambola,images/Carambola\Carambola 001851.png,2
Guava,images/Guava/guava total final\Guava194.png,3
Carambola,images/Carambola\Carambola 001871.png,2
Mango,images/Mango\Mango00900.png,5
Mango,images/Mango\Mango0064.png,5
Peach,images/Peach\Peach00989.png,7
Kiwi,images/Kiwi/Kiwi C\Kiwi C00551.png,4
Apple,images/Apple\Apple 0515.png,0
Apple,images/Apple\Apple 04618.jpeg,0
Mango,images/Mango\Mango002592.png,5
muskmelon,images/muskmelon\Muskmelon 001611.png,14
Banana,images/Banana\Banana01241.png,1
Persimmon,images/Persimmon\Persimmon1600.png,9
Tomatoes,images/Tomatoes\Tamotoes001596.png,13
Tomatoes,images/Tomatoes\Tamotoes001593.png,13
Persimmon,images/Persimmon\Persimmon593.png,9
Persimmon,images/Persimmon\Persimmon1647.png,9
Guava,images/Guava/guava total final\Guava02884.png,3
Guava,images/Guava/guava total final\Guava03182.png,3
Pitaya,images/Pitaya\Pitaya001748.png,10
muskmelon,images/muskmelon\Muskmelon 001595.png,14
Peach,images/Peach\Peach00141.png,7
Mango,images/Mango\Mango002322.png,5
muskmelon,images/muskmelon\Muskmelon 00677.png,14
Guava,images/Guava/guava total final\Guava57.png,3
Apple,images/Apple\Apple 02960.png,0
Persimmon,images/Persimmon\Persimmon264.png,9
Carambola,images/Carambola\Carambola 001902.png,2
Kiwi,images/Kiwi/kiwi A\Kiwi A00797.png,4
Orange,images/Orange\Orange00391.png,6
Guava,images/Guava/guava total final\Guava01610.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi004002.png,4
Tomatoes,images/Tomatoes\Tamotoes00806.png,13
Banana,images/Banana\Banana01960.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00513.png,4
Plum,images/Plum\PlumÒÇé401.png,11
Peach,images/Peach\Peach001021.png,7
Peach,images/Peach\Peach00122.png,7
Pomegranate,images/Pomegranate\Pomegranet001535.png,12
Banana,images/Banana\Banana01524.png,1
Plum,images/Plum\PlumÒÇé1247.png,11
muskmelon,images/muskmelon\Muskmelon 001204.png,14
Banana,images/Banana\Banana0126.png,1
Peach,images/Peach\Peach001265.png,7
Carambola,images/Carambola\Carambola 00643.png,2
Pomegranate,images/Pomegranate\Pomegranet00447.png,12
Pitaya,images/Pitaya\Pitaya002088.png,10
Peach,images/Peach\Peach002192.png,7
Carambola,images/Carambola\Carambola 002007.png,2
Mango,images/Mango\Mango003731.png,5
Banana,images/Banana\Banana0508.png,1
Apple,images/Apple\Apple 04520.jpeg,0
Pitaya,images/Pitaya\Pitaya001381.png,10
Plum,images/Plum\PlumÒÇé739.png,11
Apple,images/Apple\Apple 03165.png,0
Mango,images/Mango\Mango002499.png,5
Tomatoes,images/Tomatoes\Tamotoes001954.png,13
Pitaya,images/Pitaya\Pitaya001292.png,10
Orange,images/Orange\Orange002934.png,6
Mango,images/Mango\Mango0061.png,5
Orange,images/Orange\Orange001188.png,6
Plum,images/Plum\PlumÒÇé1989.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A00883.png,4
Orange,images/Orange\Orange001918.png,6
muskmelon,images/muskmelon\Muskmelon 001174.png,14
Pomegranate,images/Pomegranate\Pomegranet001505.png,12
Mango,images/Mango\Mango003715.png,5
Carambola,images/Carambola\Carambola 00733.png,2
Orange,images/Orange\Orange002181.png,6
Carambola,images/Carambola\Carambola 001431.png,2
Kiwi,images/Kiwi/kiwi A\Kiwi A001595.png,4
Guava,images/Guava/guava total final\Guava1360.png,3
Apple,images/Apple\Apple 01186.png,0
Mango,images/Mango\Mango001668.png,5
Guava,images/Guava/guava total final\Guava03.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001247.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002954.png,4
Carambola,images/Carambola\Carambola 00994.png,2
Pear,images/Pear\Pear 819.png,8
Pitaya,images/Pitaya\Pitaya001710.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi001351.png,4
Tomatoes,images/Tomatoes\Tamotoes001973.png,13
Pear,images/Pear\pear_0_3482.png,8
Guava,images/Guava/guava total final\ene13141.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001590.png,4
Guava,images/Guava/guava total final\Guava0484.png,3
Guava,images/Guava/guava total final\Guava02881.png,3
Guava,images/Guava/guava total final\Guava1237.png,3
Persimmon,images/Persimmon\Persimmon1157.png,9
muskmelon,images/muskmelon\Muskmelon 00386.png,14
Apple,images/Apple\Apple 02539.png,0
Apple,images/Apple\Apple 03590.png,0
Banana,images/Banana\Banana01071.png,1
Pitaya,images/Pitaya\Pitaya001798.png,10
Peach,images/Peach\Peach002255.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002510.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00821.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001638.png,4
Guava,images/Guava/guava total final\ene10921.png,3
Guava,images/Guava/guava total final\Guava271.png,3
Apple,images/Apple\Apple 0989.png,0
Guava,images/Guava/guava total final\cene09211.png,3
Guava,images/Guava/guava total final\cene02671.png,3
muskmelon,images/muskmelon\Muskmelon 001973.png,14
Carambola,images/Carambola\Carambola 001276.png,2
Guava,images/Guava/guava total final\Guava02570.png,3
Pomegranate,images/Pomegranate\Pomegranet00351.png,12
Kiwi,images/Kiwi/kiwi A\Kiwi A002087.png,4
Guava,images/Guava/guava total final\Guava969.png,3
Guava,images/Guava/guava total final\Guava719.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002756.png,4
Apple,images/Apple\Apple 0203.png,0
Pomegranate,images/Pomegranate\Pomegranet001748.png,12
Plum,images/Plum\PlumÒÇé1026.png,11
Pitaya,images/Pitaya\Pitaya002120.png,10
Apple,images/Apple\Apple 03991.png,0
Guava,images/Guava/guava total final\Guava01842.png,3
Orange,images/Orange\Orange002865.png,6
Guava,images/Guava/guava total final\Guava03856.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A00754.png,4
Mango,images/Mango\Mango00871.png,5
Apple,images/Apple\Apple 02287.png,0
Pear,images/Pear\Pear 497.png,8
Apple,images/Apple\Apple_0_4978.png,0
Carambola,images/Carambola\Carambola 001036.png,2
Tomatoes,images/Tomatoes\Tamotoes00779.png,13
Guava,images/Guava/guava total final\Guava01803.png,3
Pear,images/Pear\pear_0_9892.png,8
Pitaya,images/Pitaya\Pitaya002151.png,10
Mango,images/Mango\Mango004110.png,5
Apple,images/Apple\Apple 04154.jpeg,0
muskmelon,images/muskmelon\Muskmelon 001389.png,14
Apple,images/Apple\Apple 02799.png,0
Pear,images/Pear\Pear 1732.png,8
Pear,images/Pear\Pear 624.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002313.png,4
Mango,images/Mango\Mango003884.png,5
Banana,images/Banana\Banana01807.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002753.png,4
Apple,images/Apple\Apple 03809.png,0
Pomegranate,images/Pomegranate\Pomegranet00662.png,12
Plum,images/Plum\PlumÒÇé1417.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003229.png,4
Kiwi,images/Kiwi/Kiwi B\Kiwi B00688.png,4
Apple,images/Apple\Apple 01644.png,0
Orange,images/Orange\Orange001630.png,6
Mango,images/Mango\Mango002152.png,5
Apple,images/Apple\Apple 0868.png,0
Pear,images/Pear\Pear 1755.png,8
Pear,images/Pear\Pear 1540.png,8
Guava,images/Guava/guava total final\scene03981.png,3
Guava,images/Guava/guava total final\Guava1331.png,3
Apple,images/Apple\Apple 0301.png,0
Apple,images/Apple\Apple 03912.png,0
Persimmon,images/Persimmon\Persimmon1196.png,9
Orange,images/Orange\Orange00211.png,6
Tomatoes,images/Tomatoes\Tamotoes00691.png,13
Pomegranate,images/Pomegranate\Pomegranet00833.png,12
Persimmon,images/Persimmon\Persimmon1065.png,9
Kiwi,images/Kiwi/Kiwi B\Kiwi B00727.png,4
Guava,images/Guava/guava total final\Guava1465.png,3
Apple,images/Apple\Apple 04592.jpeg,0
Persimmon,images/Persimmon\Persimmon1874.png,9
Pear,images/Pear\Pear 480.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003465.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00872.png,4
Pear,images/Pear\Pear 265.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00444.png,4
Guava,images/Guava/guava total final\Guava01952.png,3
Guava,images/Guava/guava total final\Guava02504.png,3
Mango,images/Mango\Mango00657.png,5
Peach,images/Peach\Peach001520.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002834.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A00546.png,4
Pear,images/Pear\Pear 378.png,8
Kiwi,images/Kiwi/Kiwi B\Kiwi B00845.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002122.png,4
Mango,images/Mango\Mango001062.png,5
Orange,images/Orange\Orange001909.png,6
Peach,images/Peach\Peach001891.png,7
Pomegranate,images/Pomegranate\Pomegranet00456.png,12
Kiwi,images/Kiwi/Kiwi C\Kiwi C001009.png,4
Peach,images/Peach\Peach002072.png,7
muskmelon,images/muskmelon\Muskmelon 0088.png,14
Guava,images/Guava/guava total final\Guava02418.png,3
Persimmon,images/Persimmon\Persimmon1658.png,9
Orange,images/Orange\Orange00351.png,6
Orange,images/Orange\Orange00587.png,6
Peach,images/Peach\Peach0055.png,7
Guava,images/Guava/guava total final\Guava1541.png,3
Guava,images/Guava/guava total final\Guava521.png,3
Kiwi,images/Kiwi/Kiwi B\Kiwi B00367.png,4
Persimmon,images/Persimmon\Persimmon441.png,9
Guava,images/Guava/guava total final\Guava03820.png,3
Peach,images/Peach\Peach001788.png,7
Carambola,images/Carambola\Carambola 001590.png,2
Pomegranate,images/Pomegranate\Pomegranet00797.png,12
Pomegranate,images/Pomegranate\Pomegranet00811.png,12
Pitaya,images/Pitaya\Pitaya002201.png,10
Banana,images/Banana\Banana038.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00975.png,4
Apple,images/Apple\Apple 04133.jpeg,0
Pomegranate,images/Pomegranate\Pomegranet00772.png,12
Guava,images/Guava/guava total final\cene07441.png,3
Apple,images/Apple\Apple 04438.jpeg,0
Guava,images/Guava/guava total final\Guava654.png,3
Apple,images/Apple\Apple 02723.png,0
Peach,images/Peach\Peach002452.png,7
Kiwi,images/Kiwi/Kiwi B\Kiwi B0059.png,4
Apple,images/Apple\Apple 03262.png,0
Kiwi,images/Kiwi/kiwi A\Kiwi A00661.png,4
Pitaya,images/Pitaya\Pitaya00445.png,10
Orange,images/Orange\Orange001111.png,6
Mango,images/Mango\Mango00874.png,5
Plum,images/Plum\PlumÒÇé1312.png,11
Apple,images/Apple\Apple 01394.png,0
Banana,images/Banana\Banana02757.png,1
Plum,images/Plum\PlumÒÇé810.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A00291.png,4
Pitaya,images/Pitaya\Pitaya00205.png,10
Mango,images/Mango\Mango001395.png,5
Pear,images/Pear\Pear 2139.png,8
muskmelon,images/muskmelon\Muskmelon 001722.png,14
Peach,images/Peach\Peach001760.png,7
Pear,images/Pear\Pear 106.png,8
Carambola,images/Carambola\Carambola 00984.png,2
Mango,images/Mango\Mango002411.png,5
Carambola,images/Carambola\Carambola 001530.png,2
Kiwi,images/Kiwi/Kiwi B\Kiwi B00410.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003354.png,4
Guava,images/Guava/guava total final\Guava01263.png,3
Tomatoes,images/Tomatoes\Tamotoes00589.png,13
Plum,images/Plum\PlumÒÇé560.png,11
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002546.png,4
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003361.png,4
Pomegranate,images/Pomegranate\Pomegranet001554.png,12
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002279.png,4
Apple,images/Apple\Apple 03040.png,0
Peach,images/Peach\Peach002597.png,7
Orange,images/Orange\Orange001107.png,6
Apple,images/Apple\Apple 02073.png,0
Carambola,images/Carambola\Carambola 001484.png,2
Tomatoes,images/Tomatoes\Tamotoes00516.png,13
Banana,images/Banana\Banana02729.png,1
Guava,images/Guava/guava total final\Guava03120.png,3
Pomegranate,images/Pomegranate\Pomegranet001326.png,12
muskmelon,images/muskmelon\Muskmelon 00749.png,14
Apple,images/Apple\Apple 0225.png,0
Carambola,images/Carambola\Carambola 001464.png,2
Guava,images/Guava/guava total final\ene03181.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002311.png,4
Tomatoes,images/Tomatoes\Tamotoes002167.png,13
Tomatoes,images/Tomatoes\Tamotoes002105.png,13
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00214.png,4
Guava,images/Guava/guava total final\Guava03400.png,3
Apple,images/Apple\Apple 0473.png,0
Banana,images/Banana\Banana01502.png,1
Guava,images/Guava/guava total final\Guava22.png,3
Pear,images/Pear\Pear 1402.png,8
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003542.png,4
Mango,images/Mango\Mango003984.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A001678.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00880.png,4
Pomegranate,images/Pomegranate\Pomegranet001256.png,12
Peach,images/Peach\Peach001423.png,7
Carambola,images/Carambola\Carambola 001784.png,2
Guava,images/Guava/guava total final\Guava01398.png,3
Guava,images/Guava/guava total final\Guava02573.png,3
Carambola,images/Carambola\Carambola 001708.png,2
Peach,images/Peach\Peach00133.png,7
Banana,images/Banana\Banana0812.png,1
Pomegranate,images/Pomegranate\Pomegranet001006.png,12
Orange,images/Orange\Orange001760.png,6
Tomatoes,images/Tomatoes\Tamotoes001535.png,13
Orange,images/Orange\Orange002305.png,6
Kiwi,images/Kiwi/kiwi A\Kiwi A00783.png,4
Pitaya,images/Pitaya\Pitaya001879.png,10
Persimmon,images/Persimmon\Persimmon1790.png,9
Banana,images/Banana\Banana01220.png,1
Mango,images/Mango\Mango001003.png,5
Mango,images/Mango\Mango00258.png,5
Guava,images/Guava/guava total final\Guava488.png,3
Mango,images/Mango\Mango003723.png,5
Kiwi,images/Kiwi/kiwi A\Kiwi A001806.png,4
Tomatoes,images/Tomatoes\Tamotoes00201.png,13
Mango,images/Mango\Mango001048.png,5
Mango,images/Mango\Mango0044.png,5
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002304.png,4
Pitaya,images/Pitaya\Pitaya002054.png,10
Guava,images/Guava/guava total final\ene00151.png,3
Carambola,images/Carambola\Carambola 001399.png,2
Guava,images/Guava/guava total final\ene07771.png,3
Guava,images/Guava/guava total final\Guava0595.png,3
Guava,images/Guava/guava total final\Guava03034.png,3
Tomatoes,images/Tomatoes\Tamotoes00474.png,13
Pear,images/Pear\Pear 121.png,8
Tomatoes,images/Tomatoes\Tamotoes00427.png,13
Guava,images/Guava/guava total final\Guava02186.png,3
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi00584.png,4
muskmelon,images/muskmelon\Muskmelon 00190.png,14
Guava,images/Guava/guava total final\Guava03591.png,3
muskmelon,images/muskmelon\Muskmelon 00346.png,14
Banana,images/Banana\Banana01820.png,1
Peach,images/Peach\Peach001419.png,7
Mango,images/Mango\Mango001575.png,5
Orange,images/Orange\Orange002471.png,6
Tomatoes,images/Tomatoes\Tamotoes002032.png,13
Banana,images/Banana\Banana02566.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003846.png,4
Peach,images/Peach\Peach00519.png,7
Plum,images/Plum\PlumÒÇé705.png,11
Guava,images/Guava/guava total final\Guava01794.png,3
Mango,images/Mango\Mango003345.png,5
Guava,images/Guava/guava total final\Guava0719.png,3
Tomatoes,images/Tomatoes\Tamotoes001379.png,13
Mango,images/Mango\Mango003962.png,5
Guava,images/Guava/guava total final\cene10021.png,3
Banana,images/Banana\Banana0936.png,1
Peach,images/Peach\Peach002037.png,7
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002835.png,4
Apple,images/Apple\Apple 04344.jpeg,0
Kiwi,images/Kiwi/Kiwi B\Kiwi B0099.png,4
Apple,images/Apple\Apple 02125.png,0
Carambola,images/Carambola\Carambola 0034.png,2
Apple,images/Apple\Apple 03985.png,0
Peach,images/Peach\Peach002006.png,7
Guava,images/Guava/guava total final\Guava539.png,3
Carambola,images/Carambola\Carambola 0021.png,2
Banana,images/Banana\Banana02872.png,1
Mango,images/Mango\Mango002918.png,5
Pomegranate,images/Pomegranate\Pomegranet001385.png,12
Plum,images/Plum\PlumÒÇé865.png,11
Kiwi,images/Kiwi/kiwi A\Kiwi A001439.png,4
Peach,images/Peach\Peach002378.png,7
Guava,images/Guava/guava total final\Guava02305.png,3
Guava,images/Guava/guava total final\Guava438.png,3
Persimmon,images/Persimmon\Persimmon1667.png,9
Peach,images/Peach\Peach001711.png,7
Mango,images/Mango\Mango001264.png,5
Banana,images/Banana\Banana01173.png,1
Pomegranate,images/Pomegranate\Pomegranet001192.png,12
muskmelon,images/muskmelon\Muskmelon 00354.png,14
Carambola,images/Carambola\Carambola 001358.png,2
Pear,images/Pear\Pear 1568.png,8
Peach,images/Peach\Peach00556.png,7
Mango,images/Mango\Mango002995.png,5
Mango,images/Mango\Mango001436.png,5
Mango,images/Mango\Mango003156.png,5
Orange,images/Orange\Orange002146.png,6
Orange,images/Orange\Orange002506.png,6
Banana,images/Banana\Banana02144.png,1
Orange,images/Orange\Orange002926.png,6
Guava,images/Guava/guava total final\scene10261.png,3
Guava,images/Guava/guava total final\scene08421.png,3
Banana,images/Banana\Banana02924.png,1
Plum,images/Plum\PlumÒÇé1476.png,11
Pomegranate,images/Pomegranate\Pomegranet00245.png,12
Kiwi,images/Kiwi/Kiwi C\Kiwi C00397.png,4
Guava,images/Guava/guava total final\Guava832.png,3
Peach,images/Peach\Peach00341.png,7
muskmelon,images/muskmelon\Muskmelon 001695.png,14
Guava,images/Guava/guava total final\scene05841.png,3
Plum,images/Plum\PlumÒÇé257.png,11
Mango,images/Mango\Mango001459.png,5
Mango,images/Mango\Mango002510.png,5
Orange,images/Orange\Orange002741.png,6
Guava,images/Guava/guava total final\Guava03840.png,3
Mango,images/Mango\Mango00875.png,5
muskmelon,images/muskmelon\Muskmelon 00825.png,14
Peach,images/Peach\Peach001152.png,7
Guava,images/Guava/guava total final\Guava0988.png,3
Guava,images/Guava/guava total final\Guava053.png,3
Banana,images/Banana\Banana02415.png,1
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002553.png,4
Kiwi,images/Kiwi/kiwi A\Kiwi A001178.png,4
Banana,images/Banana\Banana02726.png,1
Mango,images/Mango\Mango003526.png,5
Guava,images/Guava/guava total final\Guava03788.png,3
Guava,images/Guava/guava total final\Guava02854.png,3
Kiwi,images/Kiwi/kiwi A\Kiwi A001524.png,4
Orange,images/Orange\Orange001595.png,6
Peach,images/Peach\Peach001740.png,7
Pitaya,images/Pitaya\Pitaya001972.png,10
Guava,images/Guava/guava total final\Guava0991.png,3
Plum,images/Plum\PlumÒÇé1380.png,11
Pear,images/Pear\Pear 807.png,8
Orange,images/Orange\Orange00722.png,6
Guava,images/Guava/guava total final\Guava096.png,3
Tomatoes,images/Tomatoes\Tamotoes001190.png,13
Orange,images/Orange\Orange00834.png,6
Carambola,images/Carambola\Carambola 00111.png,2
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi002078.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C00464.png,4
Apple,images/Apple\Apple 03806.png,0
Orange,images/Orange\Orange001842.png,6
Pear,images/Pear\Pear 365.png,8
Guava,images/Guava/guava total final\Guava837.png,3
Pitaya,images/Pitaya\Pitaya002478.png,10
Kiwi,images/Kiwi/Total Number of Kiwi fruit\Kiwi003584.png,4
Kiwi,images/Kiwi/Kiwi C\Kiwi C001019.png,4
Carambola,images/Carambola\Carambola 001278.png,2
Mango,images/Mango\Mango00198.png,5
Mango,images/Mango\Mango003927.png,5
